Gene,Gene name,Cell line,TPM,pTPM,nTPM
ENSG00000142700,DMRTA2,U2OS,0.0,0.1,0.0
ENSG00000142731,PLK4,U2OS,23.6,29.4,22.6
ENSG00000142733,MAP3K6,U2OS,6.8,8.5,6.5
ENSG00000142789,CELA3A,U2OS,0.4,0.5,0.4
ENSG00000142875,PRKACB,U2OS,23.4,29.2,22.5
ENSG00000142892,PIGK,U2OS,15.4,19.2,14.7
ENSG00000142910,TINAGL1,U2OS,99.6,124.2,95.3
ENSG00000142920,AZIN2,U2OS,0.7,0.9,0.7
ENSG00000142945,KIF2C,U2OS,125.6,156.6,120.2
ENSG00000142949,PTPRF,U2OS,108.1,134.7,103.3
ENSG00000142959,BEST4,U2OS,0.2,0.3,0.2
ENSG00000142973,CYP4B1,U2OS,0.0,0.0,0.0
ENSG00000143006,DMRTB1,U2OS,0.0,0.0,0.0
ENSG00000143013,LMO4,U2OS,33.0,41.1,31.6
ENSG00000143032,BARHL2,U2OS,0.0,0.0,0.0
ENSG00000143033,MTF2,U2OS,20.2,25.1,19.4
ENSG00000143105,KCNA10,U2OS,0.1,0.1,0.1
ENSG00000143106,PSMA5,U2OS,8.6,10.7,8.2
ENSG00000143125,PROK1,U2OS,0.0,0.0,0.0
ENSG00000143126,CELSR2,U2OS,10.2,12.8,9.7
ENSG00000143149,ALDH9A1,U2OS,35.1,43.7,33.8
ENSG00000143156,NME7,U2OS,43.3,53.8,41.9
ENSG00000143162,CREG1,U2OS,31.8,39.6,30.6
ENSG00000143171,RXRG,U2OS,0.0,0.0,0.0
ENSG00000143178,TBX19,U2OS,1.6,2.1,1.6
ENSG00000143179,UCK2,U2OS,42.5,52.8,40.9
ENSG00000143183,TMCO1,U2OS,108.1,134.7,104.1
ENSG00000143190,POU2F1,U2OS,5.8,7.2,5.5
ENSG00000143198,MGST3,U2OS,84.8,105.7,81.3
ENSG00000143199,ADCY10,U2OS,0.0,0.0,0.0
ENSG00000143217,NECTIN4,U2OS,2.7,3.4,2.6
ENSG00000143222,UFC1,U2OS,100.2,125.0,96.1
ENSG00000143224,PPOX,U2OS,7.7,9.6,7.3
ENSG00000143226,FCGR2A,U2OS,0.0,0.1,0.0
ENSG00000143257,NR1I3,U2OS,0.2,0.2,0.2
ENSG00000143258,USP21,U2OS,18.0,22.4,17.1
ENSG00000143278,F13B,U2OS,0.0,0.0,0.0
ENSG00000143315,PIGM,U2OS,6.4,8.0,6.2
ENSG00000143319,ISG20L2,U2OS,21.2,26.4,20.4
ENSG00000143320,CRABP2,U2OS,72.3,90.2,69.1
ENSG00000143322,ABL2,U2OS,21.1,26.3,20.3
ENSG00000143324,XPR1,U2OS,13.3,16.6,12.8
ENSG00000143353,LYPLAL1,U2OS,2.1,2.6,2.0
ENSG00000143355,LHX9,U2OS,1.4,1.8,1.3
ENSG00000143365,RORC,U2OS,0.1,0.2,0.1
ENSG00000143369,ECM1,U2OS,19.5,24.2,18.7
ENSG00000143373,ZNF687,U2OS,13.5,16.8,12.8
ENSG00000143379,SETDB1,U2OS,17.3,21.6,16.5
ENSG00000143384,MCL1,U2OS,107.1,133.4,103.5
ENSG00000143387,CTSK,U2OS,0.4,0.5,0.4
ENSG00000143390,RFX5,U2OS,28.7,35.9,27.4
ENSG00000143393,PI4KB,U2OS,37.3,46.5,35.7
ENSG00000143398,PIP5K1A,U2OS,54.0,67.2,52.0
ENSG00000143412,ANXA9,U2OS,1.6,2.1,1.6
ENSG00000143418,CERS2,U2OS,83.5,103.9,80.2
ENSG00000143436,MRPL9,U2OS,70.1,87.3,67.6
ENSG00000143437,ARNT,U2OS,20.7,25.8,19.7
ENSG00000143442,POGZ,U2OS,35.5,44.3,33.9
ENSG00000143450,OAZ3,U2OS,0.7,0.9,0.7
ENSG00000143473,KCNH1,U2OS,0.3,0.3,0.2
ENSG00000143499,SMYD2,U2OS,48.3,60.2,46.4
ENSG00000143507,DUSP10,U2OS,2.0,2.6,1.9
ENSG00000143515,ATP8B2,U2OS,18.8,23.4,17.9
ENSG00000143537,ADAM15,U2OS,19.6,24.4,18.7
ENSG00000143545,RAB13,U2OS,153.8,191.7,147.5
ENSG00000143554,SLC27A3,U2OS,2.9,3.6,2.7
ENSG00000143570,SLC39A1,U2OS,104.0,129.6,99.7
ENSG00000143595,AQP10,U2OS,0.0,0.0,0.0
ENSG00000143603,KCNN3,U2OS,0.0,0.0,0.0
ENSG00000143614,GATAD2B,U2OS,11.1,13.8,10.6
ENSG00000143621,ILF2,U2OS,250.9,312.6,240.5
ENSG00000143622,RIT1,U2OS,23.4,29.2,22.5
ENSG00000143627,PKLR,U2OS,0.0,0.0,0.0
ENSG00000143630,HCN3,U2OS,1.9,2.4,1.9
ENSG00000143641,GALNT2,U2OS,108.5,135.3,103.6
ENSG00000143669,LYST,U2OS,1.1,1.3,1.0
ENSG00000143756,FBXO28,U2OS,12.0,14.9,11.6
ENSG00000143761,ARF1,U2OS,233.7,291.0,224.8
ENSG00000143768,LEFTY2,U2OS,0.2,0.2,0.1
ENSG00000143772,ITPKB,U2OS,2.4,3.0,2.3
ENSG00000143774,GUK1,U2OS,176.5,220.1,169.6
ENSG00000143799,PARP1,U2OS,130.3,162.3,125.3
ENSG00000143801,PSEN2,U2OS,9.2,11.5,8.8
ENSG00000143811,PYCR2,U2OS,42.4,52.7,40.8
ENSG00000143815,LBR,U2OS,74.8,93.0,71.8
ENSG00000143839,REN,U2OS,0.0,0.1,0.0
ENSG00000143842,SOX13,U2OS,9.0,11.2,8.6
ENSG00000143845,ETNK2,U2OS,21.8,27.2,20.9
ENSG00000143847,PPFIA4,U2OS,3.3,4.1,3.1
ENSG00000143851,PTPN7,U2OS,0.2,0.3,0.2
ENSG00000143867,OSR1,U2OS,0.5,0.6,0.4
ENSG00000143870,PDIA6,U2OS,414.3,516.5,396.4
ENSG00000143878,RHOB,U2OS,59.9,74.6,57.6
ENSG00000143882,ATP6V1C2,U2OS,2.0,2.5,1.9
ENSG00000143891,GALM,U2OS,0.4,0.6,0.4
ENSG00000143921,ABCG8,U2OS,0.1,0.1,0.1
ENSG00000143933,CALM2,U2OS,1092.4,1361.3,1052.6
ENSG00000143994,ABHD1,U2OS,0.0,0.0,0.0
ENSG00000143995,MEIS1,U2OS,7.8,9.7,7.4
ENSG00000144010,TRIM43B,U2OS,0.5,0.6,0.4
ENSG00000144015,TRIM43,U2OS,0.4,0.6,0.4
ENSG00000144028,SNRNP200,U2OS,119.9,149.6,114.5
ENSG00000144031,ANKRD53,U2OS,0.1,0.2,0.1
ENSG00000144040,SFXN5,U2OS,13.7,17.1,13.2
ENSG00000144048,DUSP11,U2OS,25.9,32.2,25.0
ENSG00000144057,ST6GAL2,U2OS,0.1,0.2,0.1
ENSG00000144115,THNSL2,U2OS,2.0,2.6,1.9
ENSG00000144118,RALB,U2OS,66.6,83.0,64.1
ENSG00000144134,RABL2A,U2OS,0.8,1.0,0.8
ENSG00000144136,SLC20A1,U2OS,85.7,106.7,82.3
ENSG00000144161,ZC3H8,U2OS,14.2,17.7,13.8
ENSG00000144182,LIPT1,U2OS,6.3,7.9,6.1
ENSG00000144191,CNGA3,U2OS,0.0,0.0,0.0
ENSG00000144199,FAHD2B,U2OS,15.9,19.8,15.2
ENSG00000144218,AFF3,U2OS,3.6,4.5,3.4
ENSG00000144231,POLR2D,U2OS,76.5,95.3,73.5
ENSG00000144278,GALNT13,U2OS,1.7,2.2,1.7
ENSG00000144285,SCN1A,U2OS,0.0,0.0,0.0
ENSG00000144306,SCRN3,U2OS,11.0,13.7,10.5
ENSG00000144355,DLX1,U2OS,0.2,0.3,0.2
ENSG00000144357,UBR3,U2OS,7.5,9.3,7.2
ENSG00000144381,HSPD1,U2OS,444.5,552.9,429.0
ENSG00000144407,PTH2R,U2OS,0.0,0.0,0.0
ENSG00000144452,ABCA12,U2OS,0.1,0.1,0.1
ENSG00000144468,RHBDD1,U2OS,10.9,13.6,10.4
ENSG00000144476,ACKR3,U2OS,29.4,36.7,27.9
ENSG00000144566,RAB5A,U2OS,25.5,31.7,24.5
ENSG00000144579,CTDSP1,U2OS,37.9,47.2,36.1
ENSG00000144591,GMPPA,U2OS,33.2,41.4,31.8
ENSG00000144597,EAF1,U2OS,11.6,14.5,11.1
ENSG00000144635,DYNC1LI1,U2OS,39.7,49.4,38.2
ENSG00000144644,GADL1,U2OS,0.7,0.9,0.7
ENSG00000144645,OSBPL10,U2OS,85.0,106.2,80.7
ENSG00000144648,ACKR2,U2OS,0.2,0.3,0.2
ENSG00000144655,CSRNP1,U2OS,25.0,31.2,24.1
ENSG00000144668,ITGA9,U2OS,0.4,0.5,0.3
ENSG00000144712,CAND2,U2OS,0.7,0.9,0.7
ENSG00000144724,PTPRG,U2OS,24.4,30.4,23.3
ENSG00000144744,UBA3,U2OS,48.4,60.3,46.5
ENSG00000144747,TMF1,U2OS,5.8,7.3,5.6
ENSG00000144802,NFKBIZ,U2OS,14.8,18.4,14.1
ENSG00000144827,ABHD10,U2OS,22.7,28.3,21.9
ENSG00000144837,PLA1A,U2OS,0.1,0.1,0.1
ENSG00000144843,ADPRH,U2OS,1.0,1.2,0.9
ENSG00000144848,ATG3,U2OS,66.6,83.0,64.3
ENSG00000144852,NR1I2,U2OS,0.1,0.1,0.1
ENSG00000144895,EIF2A,U2OS,57.8,71.9,55.5
ENSG00000144908,ALDH1L1,U2OS,8.4,10.5,8.0
ENSG00000144959,NCEH1,U2OS,7.5,9.4,7.3
ENSG00000145020,AMT,U2OS,0.1,0.1,0.1
ENSG00000145088,EAF2,U2OS,1.8,2.3,1.8
ENSG00000145191,EIF2B5,U2OS,31.6,39.4,30.5
ENSG00000145214,DGKQ,U2OS,5.5,6.9,5.3
ENSG00000145242,EPHA5,U2OS,3.8,4.8,3.6
ENSG00000145244,CORIN,U2OS,1.7,2.1,1.6
ENSG00000145246,ATP10D,U2OS,3.9,4.8,3.7
ENSG00000145248,SLC10A4,U2OS,0.7,0.9,0.7
ENSG00000145284,SCD5,U2OS,21.8,27.2,20.8
ENSG00000145293,ENOPH1,U2OS,44.1,54.8,42.7
ENSG00000145321,GC,U2OS,0.3,0.4,0.3
ENSG00000145348,TBCK,U2OS,5.1,6.3,4.8
ENSG00000145349,CAMK2D,U2OS,28.1,35.0,27.1
ENSG00000145362,ANK2,U2OS,2.0,2.4,1.9
ENSG00000145375,SPATA5,U2OS,4.8,6.0,4.6
ENSG00000145384,FABP2,U2OS,0.1,0.1,0.1
ENSG00000145386,CCNA2,U2OS,98.5,122.7,94.6
ENSG00000145390,USP53,U2OS,5.4,6.7,5.2
ENSG00000145391,SETD7,U2OS,32.8,40.8,31.6
ENSG00000145423,SFRP2,U2OS,0.1,0.1,0.1
ENSG00000145439,CBR4,U2OS,4.8,6.0,4.6
ENSG00000145491,ROPN1L,U2OS,0.9,1.1,0.8
ENSG00000145494,NDUFS6,U2OS,362.6,451.4,350.0
ENSG00000145536,ADAMTS16,U2OS,3.2,4.0,3.0
ENSG00000145555,MYO10,U2OS,32.1,40.1,30.6
ENSG00000145604,SKP2,U2OS,36.0,44.8,34.4
ENSG00000145623,OSMR,U2OS,39.3,48.9,37.5
ENSG00000145626,UGT3A1,U2OS,0.1,0.2,0.1
ENSG00000145632,PLK2,U2OS,53.4,66.4,51.4
ENSG00000145649,GZMA,U2OS,0.0,0.0,0.0
ENSG00000145675,PIK3R1,U2OS,8.9,11.2,8.6
ENSG00000145685,LHFPL2,U2OS,9.5,11.9,9.1
ENSG00000145687,SSBP2,U2OS,12.9,16.2,12.3
ENSG00000145692,BHMT,U2OS,0.0,0.0,0.0
ENSG00000145703,IQGAP2,U2OS,0.6,0.7,0.6
ENSG00000145715,RASA1,U2OS,17.2,21.4,16.5
ENSG00000145725,PPIP5K2,U2OS,19.5,24.2,18.8
ENSG00000145730,PAM,U2OS,71.2,88.7,68.2
ENSG00000145734,BDP1,U2OS,0.5,0.6,0.4
ENSG00000145740,SLC30A5,U2OS,24.9,31.0,24.0
ENSG00000145741,BTF3,U2OS,696.0,866.5,670.3
ENSG00000145743,FBXL17,U2OS,5.3,6.6,5.1
ENSG00000145779,TNFAIP8,U2OS,8.4,10.4,8.0
ENSG00000145782,ATG12,U2OS,13.3,16.6,12.9
ENSG00000145808,ADAMTS19,U2OS,0.0,0.0,0.0
ENSG00000145833,DDX46,U2OS,40.2,50.1,38.7
ENSG00000145839,IL9,U2OS,0.0,0.0,0.0
ENSG00000145860,RNF145,U2OS,50.2,62.6,48.0
ENSG00000145864,GABRB2,U2OS,0.5,0.7,0.5
ENSG00000145888,GLRA1,U2OS,0.0,0.0,0.0
ENSG00000145907,G3BP1,U2OS,210.8,262.4,202.2
ENSG00000145908,ZNF300,U2OS,3.9,4.9,3.7
ENSG00000145949,MYLK4,U2OS,0.0,0.0,0.0
ENSG00000145982,FARS2,U2OS,9.5,11.9,9.1
ENSG00000145990,GFOD1,U2OS,2.7,3.4,2.6
ENSG00000146013,GFRA3,U2OS,0.3,0.3,0.2
ENSG00000146039,SLC17A4,U2OS,0.0,0.0,0.0
ENSG00000146070,PLA2G7,U2OS,2.8,3.5,2.6
ENSG00000146083,RNF44,U2OS,14.1,17.6,13.5
ENSG00000146109,ABT1,U2OS,10.3,12.8,9.9
ENSG00000146143,PRIM2,U2OS,49.7,61.9,47.6
ENSG00000146151,HMGCLL1,U2OS,0.5,0.7,0.5
ENSG00000146166,LGSN,U2OS,0.2,0.2,0.1
ENSG00000146205,ANO7,U2OS,0.0,0.0,0.0
ENSG00000146216,TTBK1,U2OS,0.0,0.0,0.0
ENSG00000146232,NFKBIE,U2OS,7.6,9.5,7.4
ENSG00000146233,CYP39A1,U2OS,1.1,1.4,1.0
ENSG00000146250,PRSS35,U2OS,0.9,1.1,0.9
ENSG00000146282,RARS2,U2OS,15.9,19.9,15.3
ENSG00000146373,RNF217,U2OS,13.7,17.1,13.0
ENSG00000146378,TAAR2,U2OS,0.0,0.0,0.0
ENSG00000146383,TAAR6,U2OS,0.0,0.0,0.0
ENSG00000146385,TAAR8,U2OS,0.0,0.0,0.0
ENSG00000146411,SLC2A12,U2OS,12.4,15.5,11.7
ENSG00000146414,SHPRH,U2OS,6.5,8.2,6.3
ENSG00000146426,TIAM2,U2OS,23.1,28.9,21.9
ENSG00000146477,SLC22A3,U2OS,0.0,0.0,0.0
ENSG00000146535,GNA12,U2OS,36.2,45.2,34.7
ENSG00000146587,RBAK,U2OS,9.2,11.5,8.9
ENSG00000146592,CREB5,U2OS,23.3,29.0,22.4
ENSG00000146676,PURB,U2OS,27.1,33.7,26.1
ENSG00000146700,SSC4D,U2OS,33.1,41.3,31.3
ENSG00000146701,MDH2,U2OS,134.6,167.6,129.2
ENSG00000146731,CCT6A,U2OS,322.7,401.7,310.7
ENSG00000146755,TRIM50,U2OS,0.0,0.0,0.0
ENSG00000146809,ASB15,U2OS,0.0,0.0,0.0
ENSG00000146828,SLC12A9,U2OS,16.1,20.1,15.5
ENSG00000146833,TRIM4,U2OS,33.5,41.9,32.2
ENSG00000146834,MEPCE,U2OS,67.4,84.1,64.7
ENSG00000146856,AGBL3,U2OS,1.4,1.7,1.3
ENSG00000146872,TLK2,U2OS,70.9,88.5,67.8
ENSG00000146904,EPHA1,U2OS,0.0,0.0,0.0
ENSG00000146926,ASB10,U2OS,0.0,0.0,0.0
ENSG00000146938,NLGN4X,U2OS,3.3,4.2,3.2
ENSG00000147044,CASK,U2OS,24.4,30.5,23.4
ENSG00000147081,AKAP4,U2OS,0.0,0.0,0.0
ENSG00000147099,HDAC8,U2OS,22.2,27.7,21.3
ENSG00000147100,SLC16A2,U2OS,9.4,11.8,9.0
ENSG00000147117,ZNF157,U2OS,0.4,0.5,0.3
ENSG00000147119,CHST7,U2OS,0.4,0.5,0.4
ENSG00000147121,KRBOX4,U2OS,23.0,28.7,22.1
ENSG00000147124,ZNF41,U2OS,5.9,7.4,5.6
ENSG00000147133,TAF1,U2OS,17.0,21.3,16.3
ENSG00000147155,EBP,U2OS,69.9,87.3,66.8
ENSG00000147162,OGT,U2OS,27.7,34.6,26.6
ENSG00000147168,IL2RG,U2OS,0.6,0.7,0.6
ENSG00000147206,NXF3,U2OS,0.0,0.1,0.0
ENSG00000147224,PRPS1,U2OS,39.5,49.2,38.1
ENSG00000147364,FBXO25,U2OS,3.8,4.8,3.7
ENSG00000147383,NSDHL,U2OS,35.1,43.8,33.6
ENSG00000147394,ZNF185,U2OS,51.3,64.0,49.3
ENSG00000147408,CSGALNACT1,U2OS,1.8,2.3,1.8
ENSG00000147421,HMBOX1,U2OS,21.7,27.1,20.7
ENSG00000147432,CHRNB3,U2OS,0.0,0.0,0.0
ENSG00000147434,CHRNA6,U2OS,0.0,0.0,0.0
ENSG00000147454,SLC25A37,U2OS,3.5,4.4,3.4
ENSG00000147465,STAR,U2OS,0.1,0.1,0.1
ENSG00000147485,PXDNL,U2OS,0.1,0.1,0.1
ENSG00000147488,ST18,U2OS,0.0,0.0,0.0
ENSG00000147535,PLPP5,U2OS,15.4,19.3,14.8
ENSG00000147570,DNAJC5B,U2OS,0.0,0.0,0.0
ENSG00000147571,CRH,U2OS,0.0,0.0,0.0
ENSG00000147573,TRIM55,U2OS,0.1,0.1,0.1
ENSG00000147576,ADHFE1,U2OS,0.0,0.0,0.0
ENSG00000147588,PMP2,U2OS,0.0,0.0,0.0
ENSG00000147596,PRDM14,U2OS,0.0,0.1,0.0
ENSG00000147604,RPL7,U2OS,2503.0,3122.4,2402.0
ENSG00000147613,PSKH2,U2OS,0.0,0.0,0.0
ENSG00000147614,ATP6V0D2,U2OS,0.4,0.5,0.4
ENSG00000147647,DPYS,U2OS,0.0,0.0,0.0
ENSG00000147669,POLR2K,U2OS,81.6,101.6,78.9
ENSG00000147677,EIF3H,U2OS,344.4,429.0,331.0
ENSG00000147684,NDUFB9,U2OS,425.2,529.6,408.9
ENSG00000147804,SLC39A4,U2OS,0.1,0.1,0.1
ENSG00000147852,VLDLR,U2OS,4.1,5.1,3.9
ENSG00000147853,AK3,U2OS,28.0,34.9,26.8
ENSG00000147854,UHRF2,U2OS,9.3,11.6,8.9
ENSG00000147862,NFIB,U2OS,19.0,23.7,18.2
ENSG00000147912,FBXO10,U2OS,6.8,8.5,6.5
ENSG00000147955,SIGMAR1,U2OS,63.1,78.5,60.6
ENSG00000148053,NTRK2,U2OS,0.2,0.3,0.2
ENSG00000148057,IDNK,U2OS,1.9,2.4,1.8
ENSG00000148090,AUH,U2OS,8.0,10.0,7.7
ENSG00000148154,UGCG,U2OS,12.4,15.5,11.9
ENSG00000148200,NR6A1,U2OS,3.5,4.4,3.4
ENSG00000148218,ALAD,U2OS,11.3,14.2,10.8
ENSG00000148225,WDR31,U2OS,1.6,2.0,1.5
ENSG00000148229,POLE3,U2OS,110.3,137.4,106.3
ENSG00000148288,GBGT1,U2OS,2.1,2.7,2.0
ENSG00000148290,SURF1,U2OS,16.8,21.0,16.0
ENSG00000148308,GTF3C5,U2OS,71.7,89.4,68.7
ENSG00000148331,ASB6,U2OS,15.8,19.7,15.1
ENSG00000148339,SLC25A25,U2OS,11.4,14.2,10.9
ENSG00000148344,PTGES,U2OS,0.3,0.4,0.3
ENSG00000148346,LCN2,U2OS,13.6,16.9,13.5
ENSG00000148356,LRSAM1,U2OS,5.4,6.8,5.2
ENSG00000148358,GPR107,U2OS,24.7,30.8,23.6
ENSG00000148377,IDI2,U2OS,0.0,0.0,0.0
ENSG00000148396,SEC16A,U2OS,28.1,35.0,26.9
ENSG00000148400,NOTCH1,U2OS,9.2,11.5,8.8
ENSG00000148408,CACNA1B,U2OS,0.5,0.7,0.5
ENSG00000148411,NACC2,U2OS,15.8,19.7,15.1
ENSG00000148459,PDSS1,U2OS,12.9,16.0,12.5
ENSG00000148488,ST8SIA6,U2OS,0.2,0.3,0.2
ENSG00000148513,ANKRD30A,U2OS,0.0,0.1,0.0
ENSG00000148516,ZEB1,U2OS,6.7,8.4,6.5
ENSG00000148572,NRBF2,U2OS,23.2,29.0,22.4
ENSG00000148606,POLR3A,U2OS,12.1,15.1,11.6
ENSG00000148634,HERC4,U2OS,16.7,20.8,16.0
ENSG00000148660,CAMK2G,U2OS,42.9,53.5,41.1
ENSG00000148677,ANKRD1,U2OS,130.3,162.0,125.8
ENSG00000148702,HABP2,U2OS,0.0,0.1,0.0
ENSG00000148704,VAX1,U2OS,0.0,0.0,0.0
ENSG00000148737,TCF7L2,U2OS,17.5,21.7,16.7
ENSG00000148795,CYP17A1,U2OS,0.0,0.0,0.0
ENSG00000148826,NKX6-2,U2OS,0.0,0.0,0.0
ENSG00000148834,GSTO1,U2OS,123.0,153.1,118.6
ENSG00000148835,TAF5,U2OS,6.3,7.8,6.0
ENSG00000148848,ADAM12,U2OS,11.8,14.7,11.3
ENSG00000148942,SLC5A12,U2OS,0.1,0.2,0.1
ENSG00000148950,IMMP1L,U2OS,29.6,37.0,28.5
ENSG00000149050,ZNF214,U2OS,1.4,1.7,1.3
ENSG00000149054,ZNF215,U2OS,4.6,5.8,4.4
ENSG00000149084,HSD17B12,U2OS,23.2,28.9,22.4
ENSG00000149090,PAMR1,U2OS,1.4,1.8,1.4
ENSG00000149124,GLYAT,U2OS,0.1,0.1,0.1
ENSG00000149150,SLC43A1,U2OS,6.4,7.9,6.1
ENSG00000149177,PTPRJ,U2OS,10.1,12.6,9.6
ENSG00000149187,CELF1,U2OS,66.0,82.2,63.2
ENSG00000149260,CAPN5,U2OS,13.0,16.3,12.5
ENSG00000149269,PAK1,U2OS,48.6,60.6,46.5
ENSG00000149305,HTR3B,U2OS,0.2,0.3,0.2
ENSG00000149311,ATM,U2OS,9.6,12.0,9.2
ENSG00000149313,AASDHPPT,U2OS,37.3,46.4,35.9
ENSG00000149380,P4HA3,U2OS,1.0,1.2,0.9
ENSG00000149403,GRIK4,U2OS,0.3,0.4,0.3
ENSG00000149418,ST14,U2OS,1.6,2.0,1.5
ENSG00000149428,HYOU1,U2OS,45.7,56.9,43.6
ENSG00000149451,ADAM33,U2OS,0.0,0.0,0.0
ENSG00000149452,SLC22A8,U2OS,0.0,0.0,0.0
ENSG00000149476,TKFC,U2OS,27.1,33.8,25.9
ENSG00000149480,MTA2,U2OS,74.5,92.8,71.5
ENSG00000149485,FADS1,U2OS,77.7,97.0,73.9
ENSG00000149488,TMC2,U2OS,0.0,0.0,0.0
ENSG00000149489,ROM1,U2OS,2.4,3.0,2.3
ENSG00000149527,PLCH2,U2OS,0.1,0.1,0.1
ENSG00000149554,CHEK1,U2OS,43.5,54.2,41.8
ENSG00000149742,SLC22A9,U2OS,0.0,0.0,0.0
ENSG00000149782,PLCB3,U2OS,32.0,39.9,30.6
ENSG00000149809,TM7SF2,U2OS,4.5,5.6,4.3
ENSG00000149922,TBX6,U2OS,0.7,0.8,0.6
ENSG00000149923,PPP4C,U2OS,91.8,114.4,88.0
ENSG00000149925,ALDOA,U2OS,684.9,852.8,656.3
ENSG00000149930,TAOK2,U2OS,22.3,27.8,21.3
ENSG00000149948,HMGA2,U2OS,28.3,35.3,27.2
ENSG00000149968,MMP3,U2OS,7.6,9.5,7.5
ENSG00000150045,KLRF1,U2OS,0.0,0.0,0.0
ENSG00000150048,CLEC1A,U2OS,0.2,0.2,0.2
ENSG00000150051,MKX,U2OS,2.7,3.4,2.6
ENSG00000150054,MPP7,U2OS,10.4,13.0,9.9
ENSG00000150093,ITGB1,U2OS,600.6,747.6,576.4
ENSG00000150201,FXYD4,U2OS,0.0,0.0,0.0
ENSG00000150244,TRIM48,U2OS,0.1,0.1,0.1
ENSG00000150275,PCDH15,U2OS,1.6,2.0,1.5
ENSG00000150347,ARID5B,U2OS,22.3,27.8,21.2
ENSG00000150401,DCUN1D2,U2OS,20.1,25.1,19.2
ENSG00000150457,LATS2,U2OS,14.1,17.5,13.5
ENSG00000150459,SAP18,U2OS,114.1,141.8,110.8
ENSG00000150471,ADGRL3,U2OS,7.1,8.8,6.7
ENSG00000150540,HNMT,U2OS,13.4,16.7,12.7
ENSG00000150594,ADRA2A,U2OS,0.2,0.2,0.1
ENSG00000150625,GPM6A,U2OS,0.8,1.0,0.7
ENSG00000150630,VEGFC,U2OS,6.4,8.0,6.3
ENSG00000150656,CNDP1,U2OS,0.0,0.0,0.0
ENSG00000150672,DLG2,U2OS,2.1,2.6,2.0
ENSG00000150722,PPP1R1C,U2OS,0.1,0.1,0.1
ENSG00000150753,CCT5,U2OS,448.4,558.2,432.0
ENSG00000150768,DLAT,U2OS,21.2,26.4,20.6
ENSG00000150787,PTS,U2OS,33.8,42.0,32.8
ENSG00000150867,PIP4K2A,U2OS,25.1,31.2,24.1
ENSG00000150967,ABCB9,U2OS,33.0,41.3,31.3
ENSG00000150990,DHX37,U2OS,16.3,20.3,15.7
ENSG00000151005,TKTL2,U2OS,0.0,0.0,0.0
ENSG00000151006,PRSS53,U2OS,0.3,0.3,0.3
ENSG00000151012,SLC7A11,U2OS,15.0,18.6,14.3
ENSG00000151014,NOCT,U2OS,6.9,8.6,6.7
ENSG00000151062,CACNA2D4,U2OS,0.3,0.4,0.3
ENSG00000151067,CACNA1C,U2OS,0.6,0.8,0.6
ENSG00000151092,NGLY1,U2OS,16.6,20.7,16.0
ENSG00000151136,BTBD11,U2OS,0.2,0.3,0.2
ENSG00000151150,ANK3,U2OS,2.8,3.5,2.6
ENSG00000151151,IPMK,U2OS,5.7,7.1,5.5
ENSG00000151176,PLBD2,U2OS,28.0,35.0,26.8
ENSG00000151208,DLG5,U2OS,6.5,8.0,6.3
ENSG00000151224,MAT1A,U2OS,0.3,0.4,0.3
ENSG00000151229,SLC2A13,U2OS,1.1,1.4,1.1
ENSG00000151276,MAGI1,U2OS,6.8,8.5,6.5
ENSG00000151287,TEX30,U2OS,18.5,23.1,17.9
ENSG00000151292,CSNK1G3,U2OS,30.9,38.5,29.6
ENSG00000151320,AKAP6,U2OS,0.7,0.9,0.6
ENSG00000151322,NPAS3,U2OS,0.1,0.2,0.1
ENSG00000151348,EXT2,U2OS,94.0,117.2,89.8
ENSG00000151360,ALLC,U2OS,0.0,0.0,0.0
ENSG00000151366,NDUFC2,U2OS,323.6,403.3,311.7
ENSG00000151376,ME3,U2OS,1.0,1.3,1.0
ENSG00000151388,ADAMTS12,U2OS,30.2,37.6,28.9
ENSG00000151414,NEK7,U2OS,39.1,48.6,37.6
ENSG00000151418,ATP6V1G3,U2OS,0.6,0.8,0.6
ENSG00000151491,EPS8,U2OS,13.2,16.4,12.6
ENSG00000151498,ACAD8,U2OS,7.9,9.8,7.6
ENSG00000151552,QDPR,U2OS,42.9,53.5,41.4
ENSG00000151572,ANO4,U2OS,1.1,1.4,1.0
ENSG00000151577,DRD3,U2OS,0.0,0.0,0.0
ENSG00000151611,MMAA,U2OS,1.2,1.5,1.2
ENSG00000151623,NR3C2,U2OS,3.5,4.4,3.4
ENSG00000151632,AKR1C2,U2OS,1.9,2.3,1.9
ENSG00000151640,DPYSL4,U2OS,23.3,29.1,22.3
ENSG00000151650,VENTX,U2OS,0.1,0.1,0.1
ENSG00000151665,PIGF,U2OS,24.3,30.3,23.4
ENSG00000151689,INPP1,U2OS,10.0,12.4,9.7
ENSG00000151692,RNF144A,U2OS,11.0,13.7,10.5
ENSG00000151694,ADAM17,U2OS,9.3,11.6,8.9
ENSG00000151702,FLI1,U2OS,0.0,0.0,0.0
ENSG00000151704,KCNJ1,U2OS,0.1,0.1,0.1
ENSG00000151726,ACSL1,U2OS,16.2,20.2,15.5
ENSG00000151790,TDO2,U2OS,0.3,0.3,0.3
ENSG00000151834,GABRA2,U2OS,4.4,5.5,4.2
ENSG00000151923,TIAL1,U2OS,19.9,24.8,19.0
ENSG00000151929,BAG3,U2OS,22.9,28.4,22.0
