Gene,Gene name,Cell line,TPM,pTPM,nTPM
ENSG00000135678,CPM,U2OS,8.8,11.0,8.3
ENSG00000135679,MDM2,U2OS,36.4,45.4,34.9
ENSG00000135697,BCO1,U2OS,0.0,0.0,0.0
ENSG00000135702,CHST5,U2OS,0.3,0.4,0.3
ENSG00000135720,DYNC1LI2,U2OS,50.9,63.5,48.7
ENSG00000135740,SLC9A5,U2OS,1.3,1.7,1.3
ENSG00000135744,AGT,U2OS,1.0,1.3,1.0
ENSG00000135750,KCNK1,U2OS,29.9,37.4,28.4
ENSG00000135766,EGLN1,U2OS,16.4,20.4,15.8
ENSG00000135776,ABCB10,U2OS,11.7,14.6,11.2
ENSG00000135801,TAF5L,U2OS,23.6,29.4,22.7
ENSG00000135828,RNASEL,U2OS,1.9,2.3,1.8
ENSG00000135829,DHX9,U2OS,121.7,151.6,116.8
ENSG00000135838,NPL,U2OS,1.9,2.4,1.8
ENSG00000135845,PIGC,U2OS,39.9,49.7,38.3
ENSG00000135870,RC3H1,U2OS,5.9,7.4,5.7
ENSG00000135898,GPR55,U2OS,1.9,2.4,1.8
ENSG00000135899,SP110,U2OS,6.9,8.6,6.6
ENSG00000135912,TTLL4,U2OS,14.9,18.5,14.3
ENSG00000135913,USP37,U2OS,11.8,14.7,11.3
ENSG00000135917,SLC19A3,U2OS,0.5,0.6,0.5
ENSG00000135929,CYP27A1,U2OS,0.2,0.2,0.2
ENSG00000135940,COX5B,U2OS,186.7,232.8,179.7
ENSG00000135945,REV1,U2OS,9.6,11.9,9.2
ENSG00000135960,EDAR,U2OS,0.1,0.1,0.1
ENSG00000135966,TGFBRAP1,U2OS,24.7,30.8,23.6
ENSG00000135973,GPR45,U2OS,4.4,5.5,4.2
ENSG00000136010,ALDH1L2,U2OS,2.9,3.6,2.8
ENSG00000136014,USP44,U2OS,0.0,0.0,0.0
ENSG00000136021,SCYL2,U2OS,14.2,17.7,13.6
ENSG00000136052,SLC41A2,U2OS,4.3,5.4,4.2
ENSG00000136143,SUCLA2,U2OS,21.9,27.3,21.1
ENSG00000136146,MED4,U2OS,40.8,50.8,39.2
ENSG00000136147,PHF11,U2OS,3.7,4.6,3.6
ENSG00000136159,NUDT15,U2OS,30.3,37.7,29.2
ENSG00000136160,EDNRB,U2OS,0.1,0.1,0.1
ENSG00000136169,SETDB2,U2OS,2.2,2.8,2.1
ENSG00000136193,SCRN1,U2OS,99.9,124.4,95.7
ENSG00000136205,TNS3,U2OS,31.6,39.4,30.0
ENSG00000136213,CHST12,U2OS,30.9,38.6,29.7
ENSG00000136237,RAPGEF5,U2OS,1.0,1.3,1.0
ENSG00000136238,RAC1,U2OS,282.0,350.4,271.7
ENSG00000136240,KDELR2,U2OS,213.9,266.1,205.7
ENSG00000136250,AOAH,U2OS,0.3,0.4,0.3
ENSG00000136261,BZW2,U2OS,102.6,127.7,98.6
ENSG00000136271,DDX56,U2OS,70.9,88.2,68.2
ENSG00000136295,TTYH3,U2OS,225.8,281.6,215.1
ENSG00000136327,NKX2-8,U2OS,0.0,0.0,0.0
ENSG00000136352,NKX2-1,U2OS,0.9,1.1,0.8
ENSG00000136371,MTHFS,U2OS,9.9,12.3,9.6
ENSG00000136378,ADAMTS7,U2OS,1.3,1.6,1.2
ENSG00000136379,ABHD17C,U2OS,9.6,12.0,9.3
ENSG00000136381,IREB2,U2OS,18.5,23.0,17.8
ENSG00000136383,ALPK3,U2OS,0.1,0.1,0.1
ENSG00000136448,NMT1,U2OS,43.7,54.4,41.8
ENSG00000136451,VEZF1,U2OS,64.5,80.5,61.6
ENSG00000136492,BRIP1,U2OS,28.5,35.6,27.3
ENSG00000136518,ACTL6A,U2OS,82.9,103.3,79.7
ENSG00000136531,SCN2A,U2OS,0.1,0.2,0.1
ENSG00000136535,TBR1,U2OS,0.0,0.1,0.0
ENSG00000136542,GALNT5,U2OS,0.3,0.4,0.3
ENSG00000136546,SCN7A,U2OS,1.4,1.8,1.4
ENSG00000136573,BLK,U2OS,0.0,0.0,0.0
ENSG00000136574,GATA4,U2OS,1.7,2.2,1.7
ENSG00000136630,HLX,U2OS,0.0,0.0,0.0
ENSG00000136643,RPS6KC1,U2OS,11.8,14.7,11.3
ENSG00000136694,IL36A,U2OS,0.0,0.0,0.0
ENSG00000136695,IL36RN,U2OS,0.0,0.0,0.0
ENSG00000136696,IL36B,U2OS,0.0,0.0,0.0
ENSG00000136731,UGGT1,U2OS,23.0,28.6,22.2
ENSG00000136732,GYPC,U2OS,0.5,0.6,0.5
ENSG00000136750,GAD2,U2OS,0.1,0.2,0.1
ENSG00000136758,YME1L1,U2OS,95.0,118.2,91.2
ENSG00000136807,CDK9,U2OS,32.4,40.5,31.1
ENSG00000136810,TXN,U2OS,302.6,376.4,293.1
ENSG00000136824,SMC2,U2OS,53.9,67.1,51.6
ENSG00000136826,KLF4,U2OS,0.1,0.1,0.1
ENSG00000136840,ST6GALNAC4,U2OS,13.0,16.1,12.5
ENSG00000136859,ANGPTL2,U2OS,5.3,6.6,5.0
ENSG00000136867,SLC31A2,U2OS,2.1,2.7,2.0
ENSG00000136869,TLR4,U2OS,17.4,21.6,16.6
ENSG00000136872,ALDOB,U2OS,0.5,0.6,0.5
ENSG00000136877,FPGS,U2OS,26.9,33.6,25.9
ENSG00000136878,USP20,U2OS,3.5,4.4,3.4
ENSG00000136881,BAAT,U2OS,0.1,0.2,0.1
ENSG00000136883,KIF12,U2OS,0.1,0.1,0.1
ENSG00000136928,GABBR2,U2OS,0.5,0.6,0.5
ENSG00000136930,PSMB7,U2OS,228.1,284.2,219.8
ENSG00000136936,XPA,U2OS,13.2,16.4,12.8
ENSG00000136940,PDCL,U2OS,29.1,36.4,27.9
ENSG00000136943,CTSV,U2OS,64.6,81.0,61.4
ENSG00000136944,LMX1B,U2OS,0.7,0.9,0.7
ENSG00000136960,ENPP2,U2OS,1.5,1.9,1.5
ENSG00000136997,MYC,U2OS,49.1,60.9,47.5
ENSG00000137055,PLAA,U2OS,41.3,51.3,39.8
ENSG00000137070,IL11RA,U2OS,12.8,16.1,12.2
ENSG00000137074,APTX,U2OS,19.5,24.3,18.7
ENSG00000137075,RNF38,U2OS,15.4,19.2,14.8
ENSG00000137101,CD72,U2OS,0.3,0.4,0.3
ENSG00000137106,GRHPR,U2OS,99.7,124.3,95.8
ENSG00000137124,ALDH1B1,U2OS,44.1,54.9,42.4
ENSG00000137166,FOXP4,U2OS,35.5,44.2,34.0
ENSG00000137168,PPIL1,U2OS,61.4,76.5,59.0
ENSG00000137185,ZSCAN9,U2OS,23.0,28.7,22.0
ENSG00000137193,PIM1,U2OS,24.1,30.0,23.0
ENSG00000137198,GMPR,U2OS,0.5,0.6,0.5
ENSG00000137203,TFAP2A,U2OS,3.9,4.9,3.8
ENSG00000137204,SLC22A7,U2OS,0.0,0.0,0.0
ENSG00000137225,CAPN11,U2OS,0.0,0.0,0.0
ENSG00000137251,TINAG,U2OS,0.0,0.0,0.0
ENSG00000137252,HCRTR2,U2OS,0.0,0.0,0.0
ENSG00000137266,SLC22A23,U2OS,5.4,6.8,5.2
ENSG00000137267,TUBB2A,U2OS,53.3,66.3,51.2
ENSG00000137270,GCM1,U2OS,0.2,0.2,0.2
ENSG00000137273,FOXF2,U2OS,14.9,18.6,14.2
ENSG00000137274,BPHL,U2OS,4.4,5.5,4.2
ENSG00000137275,RIPK1,U2OS,11.6,14.5,11.2
ENSG00000137309,HMGA1,U2OS,511.1,634.7,494.9
ENSG00000137364,TPMT,U2OS,9.5,11.8,9.1
ENSG00000137393,RNF144B,U2OS,1.3,1.6,1.3
ENSG00000137413,TAF8,U2OS,21.7,27.0,20.7
ENSG00000137462,TLR2,U2OS,0.0,0.0,0.0
ENSG00000137474,MYO7A,U2OS,1.5,1.9,1.4
ENSG00000137491,SLCO2B1,U2OS,0.1,0.1,0.1
ENSG00000137492,THAP12,U2OS,77.3,96.2,74.5
ENSG00000137494,ANKRD42,U2OS,6.9,8.6,6.6
ENSG00000137502,RAB30,U2OS,15.4,19.2,14.9
ENSG00000137504,CREBZF,U2OS,12.0,15.0,11.5
ENSG00000137509,PRCP,U2OS,73.1,91.0,69.8
ENSG00000137522,RNF121,U2OS,19.4,24.2,18.6
ENSG00000137561,TTPA,U2OS,2.5,3.1,2.4
ENSG00000137563,GGH,U2OS,103.6,129.0,99.5
ENSG00000137571,SLCO5A1,U2OS,0.2,0.3,0.2
ENSG00000137573,SULF1,U2OS,0.7,0.9,0.7
ENSG00000137574,TGS1,U2OS,10.6,13.3,10.2
ENSG00000137575,SDCBP,U2OS,63.3,78.8,60.7
ENSG00000137628,DDX60,U2OS,1.4,1.8,1.4
ENSG00000137673,MMP7,U2OS,2.3,2.9,2.3
ENSG00000137674,MMP20,U2OS,0.0,0.0,0.0
ENSG00000137675,MMP27,U2OS,0.0,0.0,0.0
ENSG00000137692,DCUN1D5,U2OS,10.2,12.7,10.0
ENSG00000137699,TRIM29,U2OS,2.7,3.4,2.5
ENSG00000137700,SLC37A4,U2OS,5.6,7.1,5.3
ENSG00000137709,POU2F3,U2OS,0.0,0.1,0.0
ENSG00000137714,FDX1,U2OS,8.0,10.0,7.8
ENSG00000137726,FXYD6,U2OS,54.4,68.1,51.6
ENSG00000137745,MMP13,U2OS,1.1,1.4,1.0
ENSG00000137747,TMPRSS13,U2OS,0.1,0.1,0.1
ENSG00000137757,CASP5,U2OS,0.0,0.0,0.0
ENSG00000137764,MAP2K5,U2OS,10.4,12.9,9.9
ENSG00000137807,KIF23,U2OS,107.8,134.2,103.6
ENSG00000137809,ITGA11,U2OS,0.9,1.1,0.8
ENSG00000137825,ITPKA,U2OS,9.4,11.7,9.0
ENSG00000137834,SMAD6,U2OS,7.0,8.8,6.7
ENSG00000137842,TMEM62,U2OS,4.8,6.0,4.6
ENSG00000137845,ADAM10,U2OS,36.9,46.0,35.3
ENSG00000137857,DUOX1,U2OS,0.3,0.4,0.3
ENSG00000137860,SLC28A2,U2OS,0.1,0.2,0.1
ENSG00000137869,CYP19A1,U2OS,0.0,0.0,0.0
ENSG00000137875,BCL2L10,U2OS,0.0,0.0,0.0
ENSG00000137947,GTF2B,U2OS,22.3,27.8,21.5
ENSG00000137948,BRDT,U2OS,0.2,0.3,0.2
ENSG00000137955,RABGGTB,U2OS,57.4,71.5,55.8
ENSG00000137976,DNASE2B,U2OS,0.0,0.0,0.0
ENSG00000137992,DBT,U2OS,6.9,8.7,6.7
ENSG00000137996,RTCA,U2OS,23.1,28.8,22.3
ENSG00000138029,HADHB,U2OS,79.3,98.8,76.2
ENSG00000138031,ADCY3,U2OS,33.4,41.6,31.9
ENSG00000138032,PPM1B,U2OS,32.3,40.2,31.1
ENSG00000138035,PNPT1,U2OS,10.0,12.5,9.6
ENSG00000138039,LHCGR,U2OS,0.0,0.0,0.0
ENSG00000138050,THUMPD2,U2OS,2.4,3.0,2.3
ENSG00000138061,CYP1B1,U2OS,0.2,0.3,0.2
ENSG00000138069,RAB1A,U2OS,194.3,242.0,187.4
ENSG00000138073,PREB,U2OS,47.7,59.5,45.7
ENSG00000138074,SLC5A6,U2OS,58.7,73.2,56.5
ENSG00000138075,ABCG5,U2OS,0.0,0.0,0.0
ENSG00000138078,PREPL,U2OS,26.0,32.3,24.9
ENSG00000138079,SLC3A1,U2OS,0.3,0.4,0.3
ENSG00000138081,FBXO11,U2OS,31.0,38.6,29.8
ENSG00000138083,SIX3,U2OS,0.0,0.1,0.0
ENSG00000138100,TRIM54,U2OS,0.3,0.3,0.2
ENSG00000138109,CYP2C9,U2OS,0.1,0.1,0.0
ENSG00000138115,CYP2C8,U2OS,0.0,0.0,0.0
ENSG00000138131,LOXL4,U2OS,66.9,83.5,63.3
ENSG00000138134,STAMBPL1,U2OS,9.3,11.5,9.0
ENSG00000138135,CH25H,U2OS,0.0,0.0,0.0
ENSG00000138136,LBX1,U2OS,0.0,0.0,0.0
ENSG00000138138,ATAD1,U2OS,11.8,14.6,11.3
ENSG00000138160,KIF11,U2OS,43.9,54.7,42.1
ENSG00000138182,KIF20B,U2OS,18.6,23.2,17.8
ENSG00000138185,ENTPD1,U2OS,2.5,3.1,2.4
ENSG00000138193,PLCE1,U2OS,7.7,9.7,7.4
ENSG00000138207,RBP4,U2OS,8.3,10.3,7.9
ENSG00000138231,DBR1,U2OS,9.0,11.2,8.6
ENSG00000138271,GPR87,U2OS,11.2,13.9,10.8
ENSG00000138346,DNA2,U2OS,22.5,28.1,21.6
ENSG00000138356,AOX1,U2OS,6.2,7.7,6.2
ENSG00000138363,ATIC,U2OS,89.5,111.5,86.0
ENSG00000138375,SMARCAL1,U2OS,12.9,16.1,12.4
ENSG00000138376,BARD1,U2OS,12.6,15.7,12.1
ENSG00000138378,STAT4,U2OS,0.0,0.1,0.0
ENSG00000138379,MSTN,U2OS,0.1,0.2,0.1
ENSG00000138380,CARF,U2OS,3.4,4.3,3.3
ENSG00000138381,ASNSD1,U2OS,39.1,48.7,37.7
ENSG00000138386,NAB1,U2OS,46.7,58.3,44.7
ENSG00000138398,PPIG,U2OS,40.5,50.4,39.0
ENSG00000138399,FASTKD1,U2OS,13.9,17.3,13.3
ENSG00000138411,HECW2,U2OS,1.8,2.3,1.7
ENSG00000138413,IDH1,U2OS,43.8,54.6,41.6
ENSG00000138433,CIR1,U2OS,17.5,21.8,16.8
ENSG00000138435,CHRNA1,U2OS,0.1,0.1,0.1
ENSG00000138448,ITGAV,U2OS,54.9,68.4,52.6
ENSG00000138449,SLC40A1,U2OS,12.0,15.0,11.5
ENSG00000138459,SLC35A5,U2OS,19.9,24.8,19.1
ENSG00000138468,SENP7,U2OS,8.7,10.8,8.3
ENSG00000138472,GUCA1C,U2OS,0.0,0.0,0.0
ENSG00000138495,COX17,U2OS,151.8,189.2,146.5
ENSG00000138592,USP8,U2OS,20.0,25.0,19.3
ENSG00000138600,SPPL2A,U2OS,43.1,53.6,41.3
ENSG00000138604,GLCE,U2OS,14.2,17.7,13.6
ENSG00000138615,CILP,U2OS,0.0,0.0,0.0
ENSG00000138621,PPCDC,U2OS,16.6,20.7,15.9
ENSG00000138622,HCN4,U2OS,1.6,2.0,1.5
ENSG00000138641,HERC3,U2OS,14.2,17.7,13.5
ENSG00000138642,HERC6,U2OS,2.1,2.6,2.0
ENSG00000138653,NDST4,U2OS,0.0,0.0,0.0
ENSG00000138668,HNRNPD,U2OS,536.1,667.6,515.9
ENSG00000138669,PRKG2,U2OS,0.2,0.3,0.2
ENSG00000138675,FGF5,U2OS,2.7,3.4,2.7
ENSG00000138678,GPAT3,U2OS,8.9,11.1,8.6
ENSG00000138685,FGF2,U2OS,9.7,12.0,9.3
ENSG00000138696,BMPR1B,U2OS,3.7,4.7,3.6
ENSG00000138735,PDE5A,U2OS,5.4,6.8,5.1
ENSG00000138738,PRDM5,U2OS,3.1,3.9,3.0
ENSG00000138744,NAAA,U2OS,1.9,2.4,1.8
ENSG00000138756,BMP2K,U2OS,3.6,4.5,3.4
ENSG00000138757,G3BP2,U2OS,71.8,89.4,68.8
ENSG00000138760,SCARB2,U2OS,43.1,53.7,41.3
ENSG00000138764,CCNG2,U2OS,35.2,44.0,33.4
ENSG00000138767,CNOT6L,U2OS,9.8,12.2,9.4
ENSG00000138769,CDKL2,U2OS,0.1,0.1,0.1
ENSG00000138772,ANXA3,U2OS,47.9,59.6,46.4
ENSG00000138777,PPA2,U2OS,17.7,22.0,17.1
ENSG00000138778,CENPE,U2OS,25.1,31.3,24.1
ENSG00000138785,INTS12,U2OS,21.8,27.2,20.9
ENSG00000138792,ENPEP,U2OS,0.0,0.0,0.0
ENSG00000138794,CASP6,U2OS,17.0,21.3,16.3
ENSG00000138796,HADH,U2OS,18.0,22.5,17.3
ENSG00000138798,EGF,U2OS,1.0,1.2,0.9
ENSG00000138801,PAPSS1,U2OS,52.5,65.4,50.2
ENSG00000138814,PPP3CA,U2OS,48.9,60.9,46.9
ENSG00000138823,MTTP,U2OS,0.0,0.0,0.0
ENSG00000138942,RNF185,U2OS,18.1,22.6,17.4
ENSG00000139044,B4GALNT3,U2OS,3.1,3.8,2.9
ENSG00000139053,PDE6H,U2OS,0.0,0.0,0.0
ENSG00000139083,ETV6,U2OS,11.5,14.4,11.0
ENSG00000139116,KIF21A,U2OS,12.3,15.4,11.8
ENSG00000139133,ALG10,U2OS,11.3,14.1,10.7
ENSG00000139144,PIK3C2G,U2OS,0.0,0.1,0.0
ENSG00000139151,PLCZ1,U2OS,0.1,0.1,0.1
ENSG00000139154,AEBP2,U2OS,30.0,37.4,28.7
ENSG00000139155,SLCO1C1,U2OS,0.0,0.0,0.0
ENSG00000139174,PRICKLE1,U2OS,18.2,22.7,17.3
ENSG00000139178,C1RL,U2OS,10.8,13.5,10.2
ENSG00000139187,KLRG1,U2OS,1.2,1.5,1.1
ENSG00000139193,CD27,U2OS,0.5,0.6,0.5
ENSG00000139197,PEX5,U2OS,29.8,37.2,28.5
ENSG00000139209,SLC38A4,U2OS,0.7,0.9,0.7
ENSG00000139220,PPFIA2,U2OS,0.5,0.6,0.5
ENSG00000139287,TPH2,U2OS,0.0,0.0,0.0
ENSG00000139344,AMDHD1,U2OS,18.6,23.1,17.7
ENSG00000139352,ASCL1,U2OS,0.1,0.2,0.1
ENSG00000139370,SLC15A4,U2OS,7.5,9.3,7.1
ENSG00000139372,TDG,U2OS,19.6,24.5,18.9
ENSG00000139410,SDSL,U2OS,13.5,16.9,13.0
ENSG00000139428,MMAB,U2OS,3.7,4.7,3.6
ENSG00000139445,FOXN4,U2OS,0.0,0.0,0.0
ENSG00000139505,MTMR6,U2OS,9.0,11.1,8.6
ENSG00000139514,SLC7A1,U2OS,31.5,39.2,30.4
ENSG00000139531,SUOX,U2OS,14.0,17.4,13.3
ENSG00000139549,DHH,U2OS,0.1,0.1,0.1
ENSG00000139567,ACVRL1,U2OS,0.3,0.4,0.3
ENSG00000139572,GPR84,U2OS,0.0,0.0,0.0
ENSG00000139610,CELA1,U2OS,0.0,0.0,0.0
ENSG00000139613,SMARCC2,U2OS,56.7,70.8,54.1
ENSG00000139618,BRCA2,U2OS,6.2,7.8,6.0
ENSG00000139624,CERS5,U2OS,9.5,11.8,9.1
ENSG00000139626,ITGB7,U2OS,0.6,0.8,0.6
ENSG00000139629,GALNT6,U2OS,13.9,17.3,13.2
ENSG00000139631,CSAD,U2OS,5.1,6.4,4.9
ENSG00000139679,LPAR6,U2OS,0.1,0.1,0.1
ENSG00000139684,ESD,U2OS,99.5,123.8,95.7
ENSG00000139797,RNF113B,U2OS,0.0,0.0,0.0
ENSG00000139826,ABHD13,U2OS,5.2,6.5,5.0
ENSG00000139908,TSSK4,U2OS,1.8,2.2,1.7
ENSG00000139946,PELI2,U2OS,4.8,6.1,4.6
ENSG00000139974,SLC38A6,U2OS,5.5,6.9,5.3
ENSG00000139985,ADAM21,U2OS,0.1,0.1,0.1
ENSG00000139988,RDH12,U2OS,0.2,0.3,0.2
ENSG00000140009,ESR2,U2OS,1.8,2.3,1.7
ENSG00000140043,PTGR2,U2OS,9.0,11.2,8.7
ENSG00000140044,JDP2,U2OS,57.5,71.6,54.9
ENSG00000140057,AK7,U2OS,0.4,0.5,0.4
ENSG00000140090,SLC24A4,U2OS,0.2,0.3,0.2
ENSG00000140093,SERPINA10,U2OS,0.5,0.6,0.5
ENSG00000140199,SLC12A6,U2OS,5.1,6.4,4.9
ENSG00000140263,SORD,U2OS,34.2,42.6,32.7
ENSG00000140279,DUOX2,U2OS,0.3,0.4,0.3
ENSG00000140284,SLC27A2,U2OS,1.8,2.2,1.7
ENSG00000140285,FGF7,U2OS,0.6,0.7,0.6
ENSG00000140287,HDC,U2OS,0.0,0.1,0.0
ENSG00000140297,GCNT3,U2OS,0.2,0.3,0.2
ENSG00000140299,BNIP2,U2OS,57.6,71.7,55.6
ENSG00000140307,GTF2A2,U2OS,209.6,261.1,202.2
ENSG00000140320,BAHD1,U2OS,15.8,19.7,15.2
ENSG00000140374,ETFA,U2OS,107.1,133.4,102.6
ENSG00000140379,BCL2A1,U2OS,2.4,3.0,2.4
ENSG00000140396,NCOA2,U2OS,11.6,14.5,11.1
ENSG00000140398,NEIL1,U2OS,3.7,4.7,3.5
ENSG00000140400,MAN2C1,U2OS,17.0,21.2,16.3
ENSG00000140416,TPM1,U2OS,751.5,938.8,717.2
ENSG00000140443,IGF1R,U2OS,27.1,33.8,25.9
ENSG00000140455,USP3,U2OS,16.5,20.6,15.9
ENSG00000140464,PML,U2OS,13.8,17.2,13.2
ENSG00000140465,CYP1A1,U2OS,0.3,0.4,0.3
ENSG00000140497,SCAMP2,U2OS,24.7,30.8,23.6
ENSG00000140521,POLG,U2OS,15.0,18.7,14.4
ENSG00000140522,RLBP1,U2OS,0.0,0.0,0.0
ENSG00000140526,ABHD2,U2OS,23.7,29.5,22.7
ENSG00000140538,NTRK3,U2OS,2.3,2.8,2.1
ENSG00000140564,FURIN,U2OS,54.4,67.8,52.3
ENSG00000140575,IQGAP1,U2OS,61.5,76.6,59.0
ENSG00000140598,EFL1,U2OS,16.2,20.1,15.5
ENSG00000140612,SEC11A,U2OS,177.4,221.1,170.4
ENSG00000140650,PMM2,U2OS,25.4,31.6,24.5
ENSG00000140675,SLC5A2,U2OS,0.1,0.2,0.1
ENSG00000140678,ITGAX,U2OS,1.2,1.6,1.2
ENSG00000140682,TGFB1I1,U2OS,19.4,24.2,18.6
ENSG00000140694,PARN,U2OS,14.1,17.6,13.6
ENSG00000140740,UQCRC2,U2OS,97.9,122.0,93.4
ENSG00000140798,ABCC12,U2OS,0.0,0.0,0.0
ENSG00000140829,DHX38,U2OS,42.0,52.4,40.3
ENSG00000140830,TXNL4B,U2OS,20.3,25.4,19.6
ENSG00000140835,CHST4,U2OS,1.2,1.5,1.1
ENSG00000140836,ZFHX3,U2OS,6.7,8.4,6.5
ENSG00000140853,NLRC5,U2OS,3.0,3.8,2.9
ENSG00000140859,KIFC3,U2OS,68.1,84.9,65.5
ENSG00000140873,ADAMTS18,U2OS,0.0,0.1,0.0
ENSG00000140943,MBTPS1,U2OS,49.2,61.3,47.0
ENSG00000140968,IRF8,U2OS,9.8,12.3,9.5
ENSG00000140988,RPS2,U2OS,2597.5,3236.0,2491.2
ENSG00000140990,NDUFB10,U2OS,136.6,170.3,131.0
ENSG00000141012,GALNS,U2OS,36.7,45.7,35.0
ENSG00000141027,NCOR1,U2OS,34.2,42.7,32.7
ENSG00000141040,ZNF287,U2OS,2.5,3.2,2.4
ENSG00000141086,CTRL,U2OS,1.2,1.5,1.2
ENSG00000141096,DPEP3,U2OS,0.0,0.0,0.0
ENSG00000141098,GFOD2,U2OS,20.9,26.0,20.0
ENSG00000141200,KIF2B,U2OS,0.0,0.0,0.0
ENSG00000141232,TOB1,U2OS,15.5,19.3,14.8
ENSG00000141279,NPEPPS,U2OS,31.3,39.0,29.9
ENSG00000141295,SCRN2,U2OS,27.3,34.1,26.0
ENSG00000141314,RHBDL3,U2OS,6.3,7.9,6.0
ENSG00000141316,SPACA3,U2OS,0.0,0.0,0.0
ENSG00000141337,ARSG,U2OS,0.5,0.6,0.4
ENSG00000141338,ABCA8,U2OS,0.0,0.0,0.0
ENSG00000141384,TAF4B,U2OS,1.1,1.3,1.0
ENSG00000141385,AFG3L2,U2OS,82.3,102.6,79.1
ENSG00000141401,IMPA2,U2OS,14.1,17.6,13.3
ENSG00000141404,GNAL,U2OS,12.3,15.3,11.7
ENSG00000141429,GALNT1,U2OS,17.1,21.2,16.5
ENSG00000141447,OSBPL1A,U2OS,9.0,11.3,8.6
ENSG00000141448,GATA6,U2OS,1.5,1.8,1.4
ENSG00000141458,NPC1,U2OS,13.7,17.1,13.1
ENSG00000141469,SLC14A1,U2OS,0.6,0.8,0.6
ENSG00000141485,SLC13A5,U2OS,0.0,0.0,0.0
ENSG00000141503,MINK1,U2OS,13.9,17.4,13.3
ENSG00000141504,SAT2,U2OS,8.0,10.0,7.7
ENSG00000141506,PIK3R5,U2OS,0.0,0.0,0.0
ENSG00000141510,TP53,U2OS,31.9,39.8,30.5
ENSG00000141522,ARHGDIA,U2OS,409.6,509.3,395.5
ENSG00000141524,TMC6,U2OS,10.5,13.1,10.0
ENSG00000141526,SLC16A3,U2OS,5.7,7.1,5.4
ENSG00000141542,RAB40B,U2OS,4.5,5.7,4.3
ENSG00000141543,EIF4A3,U2OS,132.0,164.5,127.1
ENSG00000141551,CSNK1D,U2OS,86.4,107.8,82.8
ENSG00000141552,ANAPC11,U2OS,199.3,248.6,190.9
ENSG00000141562,NARF,U2OS,28.5,35.7,27.2
ENSG00000141569,TRIM65,U2OS,12.9,16.0,12.3
ENSG00000141570,CBX8,U2OS,17.1,21.3,16.4
ENSG00000141576,RNF157,U2OS,2.8,3.5,2.7
ENSG00000141582,CBX4,U2OS,25.9,32.3,25.0
ENSG00000141622,RNF165,U2OS,1.6,2.0,1.5
ENSG00000141639,MAPK4,U2OS,0.1,0.1,0.1
ENSG00000141642,ELAC1,U2OS,6.1,7.7,5.9
ENSG00000141646,SMAD4,U2OS,11.3,14.1,10.9
ENSG00000141655,TNFRSF11A,U2OS,0.0,0.0,0.0
ENSG00000141665,FBXO15,U2OS,0.0,0.1,0.0
ENSG00000141744,PNMT,U2OS,0.0,0.0,0.0
ENSG00000141756,FKBP10,U2OS,117.1,146.0,112.0
ENSG00000141759,TXNL4A,U2OS,123.8,154.1,119.7
ENSG00000141837,CACNA1A,U2OS,1.0,1.3,1.0
ENSG00000141873,SLC39A3,U2OS,26.3,32.8,25.2
ENSG00000141905,NFIC,U2OS,52.4,65.3,50.0
ENSG00000141956,PRDM15,U2OS,2.0,2.5,1.9
ENSG00000141965,FEM1A,U2OS,5.2,6.5,5.0
ENSG00000141968,VAV1,U2OS,1.4,1.7,1.3
ENSG00000142002,DPP9,U2OS,24.2,30.1,23.3
ENSG00000142025,DMRTC2,U2OS,0.0,0.0,0.0
ENSG00000142082,SIRT3,U2OS,9.0,11.2,8.5
ENSG00000142166,IFNAR1,U2OS,19.5,24.2,18.7
ENSG00000142168,SOD1,U2OS,525.9,655.9,505.6
ENSG00000142182,DNMT3L,U2OS,0.0,0.0,0.0
ENSG00000142185,TRPM2,U2OS,16.8,20.9,16.2
ENSG00000142186,SCYL1,U2OS,40.4,50.3,38.8
ENSG00000142208,AKT1,U2OS,63.7,79.4,60.9
ENSG00000142230,SAE1,U2OS,124.0,154.7,119.0
ENSG00000142235,LMTK3,U2OS,2.0,2.5,1.9
ENSG00000142273,CBLC,U2OS,0.0,0.0,0.0
ENSG00000142303,ADAMTS10,U2OS,7.0,8.8,6.7
ENSG00000142319,SLC6A3,U2OS,0.0,0.0,0.0
ENSG00000142327,RNPEPL1,U2OS,8.7,10.9,8.3
ENSG00000142405,NLRP12,U2OS,0.0,0.1,0.0
ENSG00000142408,CACNG8,U2OS,1.7,2.1,1.6
ENSG00000142453,CARM1,U2OS,37.9,47.2,36.3
ENSG00000142507,PSMB6,U2OS,145.2,180.8,139.5
ENSG00000142511,GPR32,U2OS,0.0,0.0,0.0
ENSG00000142515,KLK3,U2OS,0.0,0.0,0.0
ENSG00000142546,NOSIP,U2OS,72.3,90.2,69.4
ENSG00000142583,SLC2A5,U2OS,0.6,0.8,0.6
ENSG00000142599,RERE,U2OS,20.3,25.3,19.3
ENSG00000142611,PRDM16,U2OS,0.3,0.4,0.3
ENSG00000142615,CELA2A,U2OS,0.2,0.2,0.2
ENSG00000142619,PADI3,U2OS,0.6,0.7,0.5
ENSG00000142627,EPHA2,U2OS,71.2,88.6,68.7
ENSG00000142657,PGD,U2OS,153.1,190.9,146.5
ENSG00000142677,IL22RA1,U2OS,2.1,2.6,1.9
ENSG00000142684,ZNF593,U2OS,36.4,45.3,35.3
